text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,the,of,and,to,in,a,is,that,for,this,be,as,are,with,it,on,not,by,was,from,an,have,their,or,which,i,they,his,can,will,we,were,at,these,more,but,he,would,has,one,also,all,there,her,between,when,if,may,only,about
ENG.G0.25.1,English,G0,F,NS,Essay,44324.32,29189.19,36216.22,30540.54,18648.65,16486.49,16486.49,12162.16,4864.86,4324.32,2702.7,5945.95,5135.14,9459.46,7837.84,3513.51,6756.76,5675.68,2432.43,4864.86,3243.24,3513.51,5405.41,4324.32,810.81,8108.11,2702.7,5945.95,810.81,1081.08,0,1081.08,2972.97,1351.35,270.27,6216.22,4864.86,1891.89,2702.7,3513.51,4054.05,1891.89,1351.35,21891.89,2432.43,3513.51,1621.62,0,1081.08,3513.51
ENG.G0.26.1,English,G0,F,NS,CreativeWriting,53672.32,21468.93,20338.98,32203.39,15819.21,24858.76,3954.8,15254.24,14124.29,2824.86,5084.75,2824.86,1129.94,5649.72,10734.46,4519.77,5649.72,2824.86,13559.32,1129.94,3954.8,1694.92,3389.83,3954.8,2259.89,35028.25,1694.92,1129.94,0,564.97,0,3954.8,3389.83,564.97,1694.92,5084.75,0,2259.89,0,3954.8,1129.94,0,2259.89,1129.94,2259.89,3389.83,2259.89,0,5084.75,1129.94
ENG.G0.26.2,English,G0,F,NS,Essay,33419.02,29562.98,28277.63,26992.29,14781.49,19922.88,18637.53,12853.47,11568.12,6426.74,8997.43,7069.41,5141.39,8997.43,8354.76,3856.04,10925.45,3856.04,2570.69,3213.37,1928.02,5141.39,4498.71,3856.04,1928.02,8354.76,2570.69,8997.43,1285.35,2570.69,0,642.67,5141.39,0,5141.39,7712.08,6426.74,3856.04,2570.69,2570.69,642.67,642.67,642.67,28920.31,642.67,4498.71,4498.71,3213.37,1285.35,1928.02
ENG.G0.27.1,English,G0,F,NS,Essay,81706.76,47662.28,34044.48,30413.07,40399.46,10440.31,14525.65,15433.5,3177.49,10440.31,5447.12,7262.82,11348.16,7262.82,7716.75,2269.63,4085.34,1815.71,3631.41,4539.26,2723.56,453.93,4993.19,453.93,2723.56,907.85,8624.6,7262.82,1361.78,2269.63,0,1815.71,3631.41,1361.78,907.85,3631.41,3177.49,453.93,4539.26,907.85,2723.56,907.85,2269.63,4085.34,907.85,2723.56,453.93,1361.78,907.85,5901.04
ENG.G0.28.1,English,G0,M,NS,Essay,72805.14,35867.24,26231.26,39079.23,13918.63,15524.63,7494.65,18201.28,8029.98,3211.99,2676.66,13918.63,1606,14453.96,6959.31,2676.66,10171.31,8565.31,535.33,4817.99,2141.33,2141.33,1070.66,4282.66,2141.33,0,0,19807.28,2676.66,0,2141.33,0,4282.66,2676.66,1606,6959.31,15524.63,535.33,2141.33,3747.32,4817.99,1606,0,1070.66,2141.33,1606,535.33,1606,2141.33,1606
ENG.G0.29.1,English,G0,M,NS,Essay,43925.88,34317.09,24708.3,49416.61,19903.91,12354.15,37062.46,24021.96,10981.47,10981.47,6177.08,4804.39,5490.73,6177.08,10295.13,2745.37,12354.15,7549.76,2745.37,2059.03,4118.05,2059.03,2059.03,2745.37,1372.68,6863.42,4118.05,6863.42,0,1372.68,686.34,686.34,686.34,3431.71,686.34,2745.37,15099.52,4804.39,4118.05,1372.68,1372.68,4118.05,686.34,17158.54,1372.68,8236.1,2059.03,0,686.34,0
ENG.G0.30.1,English,G0,F,NS,Critique,60563.38,44718.31,30985.92,23591.55,24647.89,18309.86,19718.31,21830.99,1760.56,11971.83,3873.24,8450.7,4225.35,9154.93,4929.58,2816.9,2816.9,8098.59,3169.01,3521.13,3873.24,1056.34,2112.68,3169.01,3169.01,1760.56,1056.34,2112.68,3169.01,0,1408.45,1056.34,2112.68,2112.68,704.23,5281.69,1408.45,352.11,2464.79,2464.79,3169.01,2464.79,704.23,19718.31,1408.45,1760.56,704.23,704.23,3521.13,1056.34
ENG.G0.31.1,English,G0,F,NS,Report,73547.59,33374.54,27812.11,32756.49,12360.94,11742.89,32756.49,14215.08,4944.38,12978.99,6180.47,12360.94,4326.33,3090.23,16687.27,3090.23,10506.8,10506.8,4944.38,8034.61,1236.09,4326.33,2472.19,1854.14,4326.33,2472.19,3708.28,27194.07,1236.09,1854.14,0,0,1854.14,0,3090.23,8034.61,14215.08,2472.19,3708.28,3090.23,1236.09,1236.09,618.05,0,2472.19,1854.14,1236.09,1236.09,1236.09,3708.28
ENG.G0.31.2,English,G0,F,NS,Report,73626.37,43956.04,35164.84,21978.02,21978.02,20879.12,6593.41,12087.91,12087.91,6593.41,6593.41,18681.32,3296.7,1098.9,3296.7,4395.6,7692.31,6593.41,9890.11,2197.8,6593.41,2197.8,2197.8,0,1098.9,0,2197.8,12087.91,0,0,0,4395.6,0,2197.8,1098.9,2197.8,2197.8,2197.8,1098.9,0,2197.8,0,2197.8,0,2197.8,0,0,0,1098.9,2197.8
ENG.G0.32.1,English,G0,M,NS,Essay,62536.19,37058.48,20266.36,35900.41,9264.62,22003.47,11001.74,14475.97,9264.62,1737.12,8685.58,8685.58,1158.08,5790.39,5790.39,12738.85,2895.19,4053.27,5211.35,4053.27,4053.27,2895.19,2316.16,2316.16,5790.39,7527.5,1158.08,34163.29,1158.08,1737.12,0,1737.12,4053.27,0,2895.19,5790.39,26056.75,579.04,2895.19,1158.08,2895.19,1737.12,0,0,0,5211.35,1737.12,0,2316.16,2316.16
ENG.G0.33.1,English,G0,M,NS,Report,52609.6,32985.39,23799.58,36743.22,15866.39,24217.12,21711.9,12943.63,9603.34,3340.29,3340.29,8350.73,2922.76,10855.95,10855.95,3757.83,7515.66,3340.29,2505.22,3340.29,7098.12,2922.76,3340.29,7933.19,3340.29,2505.22,835.07,8350.73,2922.76,2087.68,1670.15,1252.61,2505.22,835.07,2922.76,2505.22,3757.83,4175.37,4175.37,2087.68,417.54,2505.22,1670.15,14196.24,1252.61,835.07,1670.15,1252.61,3340.29,2087.68
ENG.G0.34.1,English,G0,M,NS,Essay,95019.66,49148.1,37352.56,20969.86,30144.17,16382.7,31454.78,8519,6553.08,16382.7,3276.54,11795.54,8519,7863.7,10484.93,3931.85,12450.85,7208.39,655.31,10484.93,3931.85,0,4587.16,4587.16,10484.93,0,1965.92,7863.7,655.31,9829.62,0,0,1965.92,3276.54,1310.62,7863.7,11795.54,0,0,7208.39,655.31,5242.46,0,0,3931.85,1310.62,655.31,0,3931.85,3276.54
ENG.G0.34.2,English,G0,M,NS,Report,85443.04,53797.47,34282.7,35864.98,19514.77,20569.62,20042.19,8966.24,6856.54,10021.1,5801.69,15822.78,7911.39,11603.38,8966.24,2109.7,5274.26,7911.39,4746.84,3691.98,527.43,1054.85,10021.1,1054.85,7911.39,2109.7,6856.54,6856.54,2637.13,6329.11,0,1054.85,2109.7,0,527.43,3164.56,9493.67,2109.7,1054.85,2637.13,0,2109.7,527.43,5801.69,5801.69,2637.13,0,527.43,527.43,0
ENG.G0.34.3,English,G0,M,NS,Report,107997.66,44950.38,24518.39,20431.99,33274.96,15761.82,21599.53,10507.88,7005.25,14010.51,5837.71,9340.34,4670.17,2918.86,9340.34,1167.54,8756.57,5837.71,4086.4,4670.17,1751.31,1167.54,4670.17,583.77,6421.48,0,4086.4,9340.34,2918.86,3502.63,2918.86,0,2335.08,583.77,0,3502.63,13426.74,1167.54,5253.94,2335.08,583.77,3502.63,3502.63,0,9340.34,1167.54,583.77,583.77,1167.54,2335.08
ENG.G0.35.1,English,G0,F,NS,Essay,49943.88,37037.04,32547.7,20763.19,38159.37,20763.19,24130.19,15712.68,6734.01,8417.51,6172.84,10662.18,6172.84,12345.68,6172.84,3367,11223.34,561.17,0,1122.33,3367,3367,8978.68,3928.17,1122.33,561.17,1683.5,3928.17,3928.17,561.17,1122.33,0,3367,0,5611.67,4489.34,8978.68,561.17,5050.51,6172.84,2805.84,0,1122.33,10662.18,3367,0,561.17,2244.67,1122.33,2244.67
ENG.G0.35.2,English,G0,F,NS,Essay,81151.83,41012.22,27050.61,21815.01,26178.01,18324.61,34031.41,14834.21,2617.8,6980.8,11343.8,13089.01,8726,6108.2,10471.2,3490.4,7853.4,6980.8,0,1745.2,5235.6,872.6,2617.8,6108.2,2617.8,0,3490.4,3490.4,1745.2,2617.8,0,0,3490.4,2617.8,0,4363,3490.4,3490.4,2617.8,872.6,3490.4,1745.2,2617.8,2617.8,3490.4,0,3490.4,872.6,872.6,0
ENG.G0.36.1,English,G0,M,NS,Report,45543.01,38536.4,19073.57,29972.75,16738.03,19852.08,16738.03,19462.83,7785.13,4671.08,8174.39,16738.03,2724.8,5838.85,4671.08,5060.33,3892.57,5838.85,1557.03,7006.62,7395.87,389.26,4671.08,2724.8,2335.54,3892.57,1557.03,36590.11,1946.28,3892.57,0,389.26,2335.54,3114.05,3503.31,3892.57,18684.31,389.26,6228.1,2335.54,1557.03,2724.8,0,0,1557.03,1946.28,389.26,3114.05,1946.28,1557.03
ENG.G0.37.1,English,G0,F,NS,Essay,72963.29,42524.62,29095.79,32676.81,13876.45,28648.16,21486.12,7609.67,8952.55,3581.02,6266.79,7609.67,4028.65,3133.39,10743.06,4476.28,10743.06,7609.67,4028.65,895.26,4476.28,895.26,4476.28,5819.16,3581.02,5371.53,2238.14,12981.2,1342.88,1790.51,895.26,895.26,1790.51,1342.88,2685.77,7609.67,16114.59,2685.77,5371.53,3581.02,2238.14,1790.51,2685.77,5819.16,447.63,895.26,1342.88,895.26,3581.02,3133.39
ENG.G0.38.1,English,G0,F,NS,ResponsePaper,76225.05,41742.29,30852.99,29038.11,21778.58,14519.06,21778.58,9074.41,7259.53,14519.06,0,9074.41,9074.41,3629.76,1814.88,3629.76,14519.06,12704.17,0,1814.88,7259.53,1814.88,0,1814.88,3629.76,1814.88,1814.88,23593.47,0,0,1814.88,0,0,5444.65,5444.65,9074.41,7259.53,0,0,0,1814.88,1814.88,0,0,1814.88,1814.88,1814.88,1814.88,5444.65,0
ENG.G0.38.2,English,G0,F,NS,ResponsePaper,103515.62,39062.5,25390.62,23437.5,29296.88,23437.5,13671.88,9765.62,3906.25,15625,0,17578.12,5859.38,11718.75,3906.25,5859.38,0,7812.5,1953.12,7812.5,1953.12,0,1953.12,0,5859.38,1953.12,0,3906.25,0,0,7812.5,0,0,0,0,3906.25,0,0,3906.25,1953.12,0,5859.38,0,1953.12,0,3906.25,0,0,1953.12,0
ENG.G0.38.3,English,G0,F,NS,CreativeWriting,68406.84,30153.02,29702.97,26552.66,22502.25,18901.89,900.09,13951.4,7650.77,5850.59,3600.36,5400.54,0,9900.99,7200.72,8550.86,2250.23,1350.14,18901.89,6300.63,5400.54,450.05,1350.14,1800.18,450.05,31053.11,2250.23,4500.45,900.09,450.05,7650.77,2700.27,4950.5,450.05,900.09,4950.5,2700.27,1350.14,450.05,450.05,900.09,1800.18,2700.27,7650.77,0,2250.23,0,0,4050.41,4050.41
ENG.G0.39.2,English,G0,F,NS,Essay,68666.14,25256.51,24467.25,24467.25,30781.37,12628.26,27624.31,24467.25,3946.33,14996.05,8681.93,17363.85,5524.86,14206.79,9471.19,3157.06,14206.79,3157.06,14206.79,3157.06,4735.6,6314.13,0,3946.33,0,1578.53,2367.8,8681.93,7103.39,1578.53,10260.46,1578.53,1578.53,0,1578.53,3946.33,4735.6,0,3157.06,1578.53,3946.33,0,5524.86,16574.59,1578.53,2367.8,1578.53,4735.6,789.27,789.27
ENG.G0.40.1,English,G0,M,NS,Essay,56745.18,55674.52,14989.29,28907.92,32119.91,28907.92,11777.3,8565.31,4282.66,10706.64,2141.33,2141.33,0,17130.62,4282.66,1070.66,2141.33,2141.33,0,10706.64,5353.32,0,3211.99,2141.33,5353.32,0,0,28907.92,5353.32,0,0,0,1070.66,1070.66,0,2141.33,12847.97,0,0,4282.66,0,2141.33,0,3211.99,1070.66,0,0,0,13918.63,0
ENG.G0.41.1,English,G0,M,NS,Essay,83703.7,40740.74,30370.37,22222.22,28148.15,16296.3,18518.52,15555.56,7407.41,9629.63,7407.41,11111.11,7407.41,5925.93,9629.63,5925.93,1481.48,8888.89,0,2962.96,4444.44,740.74,7407.41,7407.41,6666.67,0,5925.93,3703.7,1481.48,0,0,740.74,0,2962.96,0,1481.48,2962.96,0,0,2222.22,0,740.74,2962.96,1481.48,1481.48,0,1481.48,0,740.74,1481.48
ENG.G0.41.2,English,G0,M,NS,Critique,100132.63,51061.01,33156.5,35809.02,17904.51,14588.86,13925.73,7957.56,2652.52,13262.6,5305.04,8620.69,663.13,16578.25,8620.69,663.13,3315.65,9283.82,0,4641.91,3978.78,663.13,663.13,2652.52,4641.91,0,1326.26,4641.91,2652.52,1989.39,663.13,663.13,1326.26,6631.3,2652.52,1326.26,0,1989.39,0,2652.52,663.13,1326.26,663.13,0,2652.52,1326.26,0,0,663.13,0
ENG.G0.41.3,English,G0,M,NS,Essay,83428.57,51428.57,27428.57,21142.86,27428.57,16571.43,14857.14,10857.14,6285.71,12571.43,2857.14,9142.86,6285.71,8000,8571.43,3428.57,2857.14,5714.29,0,6285.71,1714.29,2285.71,17714.29,6857.14,4571.43,0,6285.71,8571.43,1142.86,0,0,0,1714.29,3428.57,4000,1714.29,5142.86,0,1142.86,2285.71,0,0,571.43,1714.29,1714.29,2285.71,571.43,0,0,0
ENG.G0.42.1,English,G0,F,NS,Report,67283.43,48780.49,43734.23,20185.03,20185.03,19343.99,9251.47,9251.47,5887.3,2523.13,3364.17,5887.3,841.04,8410.43,10092.51,7569.39,2523.13,841.04,4205.21,2523.13,4205.21,1682.09,5887.3,3364.17,5046.26,5887.3,3364.17,16820.86,841.04,1682.09,841.04,5046.26,1682.09,2523.13,11774.6,3364.17,8410.43,841.04,0,3364.17,3364.17,0,0,841.04,841.04,841.04,0,1682.09,841.04,3364.17
ENG.G0.42.2,English,G0,F,NS,Essay,75242.72,31553.4,16990.29,26699.03,19417.48,24271.84,16990.29,19417.48,14563.11,0,9708.74,4854.37,2427.18,7281.55,9708.74,4854.37,9708.74,0,4854.37,0,7281.55,4854.37,0,7281.55,7281.55,7281.55,2427.18,9708.74,0,2427.18,2427.18,4854.37,4854.37,2427.18,0,4854.37,9708.74,2427.18,2427.18,4854.37,0,2427.18,0,0,2427.18,4854.37,2427.18,2427.18,0,0
ENG.G0.43.1,English,G0,F,NS,Essay,44484.63,30741.41,32188.07,32911.39,16998.19,20253.16,17721.52,18444.85,9403.25,9764.92,5424.95,14104.88,5424.95,12296.56,4701.63,2531.65,10126.58,3978.3,1808.32,8318.26,6509.95,2531.65,3254.97,3978.3,4339.96,1808.32,2893.31,2893.31,1808.32,2169.98,1446.65,1808.32,1808.32,1808.32,2531.65,3616.64,4701.63,4701.63,2531.65,1808.32,2531.65,2169.98,1446.65,48462.93,0,2893.31,1808.32,723.33,1084.99,361.66
ENG.G0.43.2,English,G0,F,NS,Report,67185.58,44653.83,31954.12,20893.08,20483.41,20073.74,24170.42,19254.4,5325.69,7783.7,5325.69,10651.37,7374.03,5325.69,9422.37,5325.69,8193.36,4916.02,1638.67,4506.35,5325.69,3277.35,1638.67,8193.36,1229,2867.68,1229,7374.03,4096.68,819.34,5325.69,409.67,3277.35,1638.67,4096.68,6145.02,6145.02,0,2048.34,5325.69,2458.01,2048.34,1229,819.34,2048.34,1229,409.67,819.34,3687.01,409.67
ENG.G0.44.1,English,G0,F,NS,Essay,52596.31,32830.82,41206.03,29480.74,18090.45,9380.23,19765.49,15410.39,13400.34,9045.23,5360.13,18760.47,3350.08,4690.12,670.02,3685.09,8040.2,8375.21,8040.2,4355.11,1675.04,3685.09,4020.1,2010.05,5025.13,2010.05,2345.06,9045.23,335.01,4020.1,335.01,335.01,1675.04,670.02,3015.08,3015.08,5695.14,2345.06,3685.09,2345.06,1340.03,1340.03,1340.03,27470.69,2345.06,1005.03,2345.06,0,670.02,670.02
ENG.G0.45.1,English,G0,F,NS,Essay,41758.24,18681.32,17032.97,39560.44,10439.56,13736.26,19780.22,15934.07,9340.66,3846.15,6043.96,12087.91,4395.6,3846.15,15384.62,2197.8,17582.42,4945.05,8241.76,8791.21,1648.35,7142.86,3296.7,4395.6,4395.6,4945.05,5494.51,30219.78,549.45,0,0,0,4945.05,2197.8,6043.96,3846.15,32967.03,8791.21,2747.25,1648.35,1648.35,3846.15,2747.25,2747.25,0,3846.15,4395.6,0,2747.25,4395.6
ENG.G0.46.1,English,G0,M,NS,Essay,61697.93,32576.51,39486.67,30108.59,20730.5,14807.5,17769,24185.59,9378.08,9378.08,5923,9871.67,3455.08,6416.58,8884.5,7897.33,7403.75,4935.83,2467.92,5429.42,1480.75,1974.33,1974.33,4442.25,2467.92,2467.92,1974.33,33070.09,987.17,4442.25,493.58,493.58,987.17,1480.75,1974.33,4442.25,18756.17,2467.92,5429.42,4442.25,2961.5,1974.33,1974.33,0,0,987.17,1480.75,987.17,3455.08,0
ENG.G0.47.1,English,G0,F,NNS,Essay,34042.55,35106.38,28723.4,28723.4,14893.62,41489.36,23404.26,14893.62,9574.47,4255.32,6382.98,11702.13,3191.49,17021.28,11702.13,1063.83,7446.81,1063.83,7446.81,5319.15,4255.32,3191.49,3191.49,1063.83,2127.66,9574.47,2127.66,2127.66,1063.83,0,0,1063.83,5319.15,2127.66,5319.15,4255.32,1063.83,6382.98,2127.66,6382.98,2127.66,5319.15,0,26595.74,8510.64,10638.3,1063.83,3191.49,4255.32,1063.83
ENG.G0.48.1,English,G0,F,NS,Critique,46095.44,28741.87,31453.36,25488.07,28199.57,24945.77,4880.69,11388.29,9761.39,7049.89,4338.39,8676.79,2711.5,7592.19,4880.69,2711.5,1084.6,3796.1,6507.59,4880.69,3796.1,1084.6,6507.59,3796.1,542.3,20065.08,3253.8,6507.59,1084.6,542.3,1084.6,0,542.3,2169.2,4338.39,3253.8,2169.2,2711.5,1084.6,1626.9,1084.6,1084.6,0,16811.28,1626.9,4880.69,2169.2,0,4338.39,4880.69
ENG.G0.49.1,English,G0,F,NS,Essay,60262.01,34061.14,41921.4,22707.42,31441.05,12227.07,27947.6,11353.71,8733.62,6113.54,3493.45,6113.54,16593.89,6113.54,6113.54,1746.72,5240.17,4366.81,6113.54,2620.09,3493.45,1746.72,6986.9,11353.71,2620.09,2620.09,4366.81,6113.54,873.36,1746.72,8733.62,873.36,3493.45,3493.45,2620.09,8733.62,1746.72,1746.72,2620.09,6113.54,1746.72,2620.09,9606.99,0,873.36,873.36,0,873.36,3493.45,1746.72
ENG.G0.49.2,English,G0,F,NS,Essay,59405.94,48562,31588.87,25931.16,30174.45,28288.54,21687.88,10372.47,6129.18,5657.71,2828.85,10372.47,3771.81,12729.84,8486.56,1414.43,5657.71,7543.61,6600.66,2828.85,2357.38,3300.33,6129.18,5657.71,3300.33,0,1414.43,13672.8,471.48,942.95,1885.9,1885.9,3300.33,6129.18,3300.33,3771.81,10843.94,1414.43,1885.9,4243.28,2357.38,1885.9,1885.9,0,1414.43,1885.9,471.48,0,2357.38,471.48
ENG.G0.49.3,English,G0,F,NS,Essay,81593.01,46138.9,34482.76,21369.6,26226.32,24283.63,27197.67,19912.58,5828.07,8256.44,2428.36,9713.45,9227.78,6799.42,11656.14,2914.04,8742.11,2914.04,1942.69,6313.74,5342.4,2914.04,1942.69,3885.38,3399.71,971.35,4371.05,17484.22,2428.36,971.35,3399.71,971.35,3399.71,1457.02,1457.02,6313.74,9227.78,0,3399.71,2914.04,3885.38,971.35,1942.69,485.67,2428.36,3399.71,1457.02,971.35,2914.04,485.67
ENG.G0.50.1,English,G0,F,NS,Report,59789.75,47963.21,32851.51,28909.33,15768.73,20367.94,25624.18,22996.06,4599.21,6570.3,5256.24,13140.6,6570.3,5913.27,10512.48,5913.27,2628.12,8541.39,7227.33,5256.24,1971.09,3285.15,2628.12,0,3285.15,0,657.03,9855.45,0,1971.09,657.03,1314.06,2628.12,1314.06,2628.12,3285.15,7884.36,657.03,1971.09,4599.21,0,3942.18,657.03,26938.24,3942.18,1971.09,657.03,657.03,1971.09,1314.06
ENG.G0.51.1,English,G0,M,NS,Essay,81865.28,49222.8,17098.45,31606.22,26943.01,25906.74,26424.87,24352.33,1554.4,11398.96,11917.1,7772.02,3626.94,4663.21,13471.5,3108.81,5699.48,2072.54,4663.21,3108.81,5699.48,4145.08,5181.35,3108.81,6217.62,1036.27,5181.35,6217.62,3626.94,518.13,0,0,2072.54,2590.67,3108.81,5181.35,2590.67,1554.4,6735.75,5181.35,2072.54,518.13,2590.67,0,2072.54,2072.54,0,3108.81,2072.54,1554.4
ENG.G0.52.1,English,G0,F,NS,Essay,84587.81,37275.99,20071.68,21505.38,27956.99,25806.45,16487.46,15053.76,6451.61,4301.08,2867.38,14336.92,2867.38,10035.84,9319,2867.38,11469.53,716.85,5017.92,4301.08,7885.3,1433.69,1433.69,4301.08,1433.69,2150.54,1433.69,2867.38,716.85,6451.61,0,716.85,3584.23,716.85,1433.69,2150.54,1433.69,716.85,0,3584.23,2867.38,716.85,0,19354.84,3584.23,2150.54,2150.54,716.85,716.85,2150.54
ENG.G0.53.1,English,G0,F,NS,Essay,73408.24,37453.18,31460.67,31460.67,18726.59,14981.27,17977.53,20224.72,7490.64,8988.76,2247.19,7490.64,1498.13,12734.08,6741.57,2996.25,4494.38,9737.83,7490.64,749.06,4494.38,3745.32,5243.45,2247.19,4494.38,0,1498.13,25468.16,2996.25,0,0,1498.13,4494.38,749.06,2996.25,2996.25,23970.04,749.06,2996.25,1498.13,1498.13,1498.13,749.06,1498.13,749.06,4494.38,749.06,749.06,0,1498.13
ENG.G0.54.1,English,G0,F,NS,Report,85782.37,32168.39,37728.36,36934.07,17474.19,17871.33,18665.61,10722.8,4765.69,5957.11,7148.53,6354.25,8737.09,7148.53,8339.95,1588.56,8339.95,5162.83,1191.42,5957.11,2382.84,5559.97,7148.53,1191.42,1191.42,1588.56,3574.27,4368.55,2382.84,2382.84,1191.42,1191.42,1985.7,3971.41,2382.84,2779.98,5957.11,0,2382.84,2779.98,794.28,3177.12,3574.27,0,6354.25,4368.55,1588.56,3971.41,397.14,397.14
ENG.G0.55.1,English,G0,F,NS,Essay,46866.18,24280.07,18633.54,33314.51,18068.89,17504.23,23715.42,10163.75,10163.75,11293.05,2823.26,10163.75,5081.87,4517.22,4517.22,8469.79,6211.18,10728.4,3952.57,5646.53,4517.22,4517.22,1693.96,2823.26,564.65,5081.87,4517.22,11293.05,3952.57,564.65,564.65,564.65,2823.26,1693.96,1129.31,2258.61,22586.11,5081.87,3387.92,3387.92,3387.92,2823.26,1693.96,26538.68,2823.26,10728.4,564.65,564.65,564.65,564.65
ENG.G0.55.2,English,G0,F,NS,Essay,67596.57,38090.13,25751.07,30042.92,24141.63,26824.03,23605.15,12339.06,5364.81,11266.09,8047.21,12875.54,5901.29,4828.33,10193.13,3218.88,6437.77,5364.81,4828.33,4291.85,3218.88,1072.96,3218.88,2145.92,3218.88,8047.21,1072.96,536.48,4828.33,0,0,536.48,1609.44,3755.36,5364.81,4291.85,536.48,1609.44,1072.96,4291.85,1072.96,0,536.48,23605.15,1072.96,1609.44,536.48,536.48,2145.92,1609.44
ENG.G0.57.1,English,G0,F,NNS,CreativeWriting,53795.58,17334.13,32875.07,29288.7,18529.59,26897.79,9563.66,8965.93,5379.56,4184.1,1793.19,7172.74,10161.39,7172.74,6575.01,6575.01,5379.56,2988.64,4184.1,5379.56,4184.1,2390.91,7172.74,2390.91,597.73,14345.49,10759.12,3586.37,1195.46,0,3586.37,1793.19,4184.1,1195.46,597.73,5379.56,7770.47,2988.64,2988.64,3586.37,2390.91,8368.2,2988.64,597.73,597.73,6575.01,0,1195.46,2390.91,1793.19
ENG.G0.58.1,English,G0,M,NNS,Essay,90055.48,32863.85,37985.49,26461.8,18352.54,8109.26,27742.21,19632.95,8536.06,4268.03,2560.82,4694.84,8109.26,3414.43,7255.66,5548.44,6828.85,2134.02,426.8,4268.03,2134.02,6402.05,5121.64,9816.47,1707.21,2987.62,5121.64,14511.31,2560.82,853.61,2987.62,0,1707.21,0,426.8,3841.23,17498.93,4268.03,4268.03,1280.41,4268.03,6828.85,1707.21,0,0,1280.41,3414.43,2134.02,1280.41,426.8
ENG.G1.01.1,English,G1,F,NS,Report,54576.46,41500.85,37237.07,28709.49,21318.93,29846.5,13359.86,13359.86,6822.06,4832.29,7959.07,7674.82,4832.29,7959.07,8243.32,3979.53,4263.79,5116.54,7106.31,4548.04,4263.79,4263.79,284.25,5969.3,4263.79,3411.03,1421.26,5969.3,1705.51,1705.51,284.25,1705.51,2842.52,852.76,2558.27,3411.03,5685.05,1421.26,2842.52,568.5,1421.26,2274.02,568.5,16486.64,568.5,3411.03,1705.51,3979.53,1137.01,2274.02
ENG.G1.02.1,English,G1,M,NS,Essay,85297.42,50879.16,25813.69,31799.48,23569.02,19079.69,11597.46,20202.02,3741.11,10849.23,4489.34,18331.46,2618.78,5611.67,10475.12,6359.9,2244.67,6359.9,1496.45,4115.23,4489.34,748.22,1496.45,1496.45,7856.34,1496.45,2618.78,3741.11,1122.33,1122.33,748.22,0,2992.89,1122.33,1122.33,2244.67,3367,1122.33,748.22,5237.56,0,748.22,374.11,9726.9,2992.89,1870.56,1122.33,1496.45,374.11,0
ENG.G1.03.1,English,G1,F,NS,Essay,82114.58,42801.56,34482.76,24553.87,35958.67,20126.12,30994.23,20394.47,13014.89,1744.26,5366.97,14356.63,3488.53,5903.66,11673.15,5501.14,5501.14,3622.7,1073.39,2549.31,3756.88,2549.31,536.7,3488.53,5366.97,4159.4,1475.92,4427.75,3220.18,4025.22,5501.14,134.17,1073.39,939.22,1207.57,3488.53,2951.83,268.35,2280.96,4427.75,1610.09,1610.09,268.35,939.22,2012.61,1073.39,805.04,939.22,2549.31,1475.92
ENG.G1.04.1,English,G1,F,NS,Essay,57168.95,45844.75,52420.09,21917.81,25388.13,20091.32,8219.18,14429.22,8767.12,4383.56,4748.86,16073.06,6210.05,5479.45,3652.97,4200.91,4018.26,5662.1,1643.84,2739.73,4200.91,2374.43,1643.84,6575.34,1643.84,3652.97,3105.02,547.95,3470.32,913.24,1095.89,730.59,2739.73,6027.4,1826.48,1461.19,913.24,365.3,5114.16,913.24,2009.13,2009.13,730.59,1278.54,1461.19,1826.48,1278.54,913.24,2191.78,3105.02
ENG.G1.05.1,English,G1,F,NS,Essay,72753.91,57617.19,31738.28,19042.97,30761.72,15136.72,8789.06,16113.28,6835.94,1953.12,976.56,9277.34,1953.12,5859.38,2441.41,2929.69,3906.25,5371.09,5371.09,3906.25,3906.25,488.28,976.56,4882.81,7812.5,4394.53,976.56,25878.91,2441.41,0,0,488.28,2929.69,0,976.56,3906.25,13183.59,0,1464.84,5859.38,976.56,3417.97,488.28,976.56,2929.69,2929.69,0,488.28,0,2441.41
ENG.G1.06.1,English,G1,M,NNS,Essay,58228.54,35538.55,21049.75,32804.81,19682.89,18042.65,17769.27,18042.65,7654.46,6834.34,4100.6,9294.7,1640.24,7927.83,6014.22,4920.72,4373.97,6560.96,3007.11,4920.72,2186.99,1093.49,6014.22,3007.11,2733.73,6287.59,546.75,1913.61,1640.24,820.12,1366.87,273.37,3553.85,1093.49,1093.49,2186.99,1640.24,2460.36,2460.36,1913.61,0,1093.49,1640.24,33078.18,1093.49,3280.48,820.12,273.37,2186.99,546.75
ENG.G1.07.1,English,G1,F,NS,Report,66721.39,49015.01,32481.24,26852.72,18878.99,23569.42,18996.25,19817.07,7387.43,3986.87,7152.91,12195.12,6332.08,3517.82,6566.6,4104.13,8208.26,4573.17,938.09,1876.17,4221.39,2462.48,2227.95,6566.6,2697,1407.13,2814.26,820.83,4924.95,938.09,9732.65,351.78,1289.87,2462.48,1641.65,3283.3,938.09,703.56,2931.52,1758.91,2931.52,1524.39,1172.61,2814.26,1758.91,2931.52,2931.52,2227.95,2227.95,1993.43
