text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,the,of,and,to,in,a,is,that,for,this,be,as,are,with,it,on,not,by,was,from,an,have,their,or,which,i,they,his,can,will,we,were,at,these,more,but,he,would,has,one,also,all,there,her,between,when,if,may,only,about
PSY.G1.10.1,Psychology,G1,F,NS,Critique,52548.61,37309.51,27588.02,31266.42,18392.01,22333.16,23121.39,14188.12,3678.4,18654.76,9721.49,4203.89,4729.37,7094.06,3152.92,3678.4,9458.75,5780.35,1050.97,3152.92,7094.06,4729.37,4729.37,4729.37,6831.32,8407.78,1313.72,262.74,4203.89,3678.4,788.23,1050.97,525.49,3152.92,6043.09,1313.72,1576.46,3678.4,2101.94,3152.92,1313.72,525.49,3941.15,1313.72,788.23,262.74,788.23,4203.89,525.49,525.49
PSY.G1.11.1,Psychology,G1,F,NNS,Report,46754.84,31682.56,47677.64,32912.95,20301.45,9843.13,7382.34,13534.3,6151.95,3075.98,6459.55,6151.95,9843.13,7382.34,2460.78,5536.76,2153.18,1845.59,1537.99,3383.57,1537.99,4921.56,10765.92,3383.57,1537.99,0,7689.94,615.2,2153.18,0,0,922.79,3383.57,4306.37,3691.17,922.79,0,307.6,1845.59,615.2,922.79,922.79,1845.59,307.6,3691.17,1537.99,615.2,7997.54,1537.99,1845.59
PSY.G1.11.3,Psychology,G1,F,NNS,Proposal,46125.46,39667.9,34132.84,33210.33,28597.79,15682.66,3690.04,8302.58,17527.68,11992.62,7380.07,1845.02,1845.02,6457.56,922.51,5535.06,1845.02,2767.53,922.51,3690.04,1845.02,9225.09,9225.09,922.51,0,5535.06,922.51,0,3690.04,8302.58,922.51,922.51,3690.04,6457.56,2767.53,0,0,922.51,1845.02,0,0,2767.53,1845.02,922.51,4612.55,0,0,8302.58,0,0
PSY.G1.11.4,Psychology,G1,F,NNS,Essay,52483.07,28216.7,32731.38,39503.39,27652.37,16365.69,13544.02,24266.37,5643.34,2257.34,9593.68,3950.34,5643.34,3950.34,5079.01,3950.34,5643.34,0,1128.67,3386,3386,14672.69,1693,5643.34,1693,6207.67,2257.34,0,7336.34,2257.34,7900.68,0,564.33,1693,5643.34,564.33,0,10722.35,1128.67,4514.67,1128.67,5643.34,5079.01,0,0,564.33,2257.34,6772.01,1693,564.33
PSY.G1.11.5,Psychology,G1,F,NNS,Critique,56128.29,33982.44,35509.74,16418.48,30546.01,33218.79,11454.75,16800.31,4581.9,1909.13,5727.38,4200.08,9545.63,11454.75,5727.38,6872.85,6109.2,3054.6,0,6109.2,2290.95,3054.6,381.83,7636.5,6491.03,4581.9,1909.13,1145.48,2290.95,3054.6,381.83,1145.48,1909.13,3818.25,1909.13,381.83,0,0,763.65,3054.6,763.65,0,763.65,2290.95,2672.78,2672.78,381.83,16418.48,763.65,3818.25
PSY.G1.12.1,Psychology,G1,F,NS,Report,59286.15,41439.81,35995.16,36902.6,25408.35,15728.98,13309.13,17846.34,6654.57,9074.41,10284.33,7562.01,6049.61,4234.72,5142.17,4839.69,2722.32,5747.13,1209.92,5444.65,4839.69,3024.8,5747.13,4234.72,4839.69,604.96,2722.32,1512.4,3629.76,3932.24,604.96,6352.09,1209.92,4537.21,4537.21,3932.24,302.48,5142.17,604.96,3024.8,3629.76,604.96,907.44,604.96,3327.28,1209.92,1209.92,907.44,604.96,5142.17
PSY.G1.13.1,Psychology,G1,F,NS,Report,24444.12,32101.31,34604.62,29008.98,20321.01,11338.54,8393.46,12958.33,10160.51,3092.33,9866,3828.6,9424.24,6773.67,2650.57,4859.37,3386.84,2945.07,1767.04,4270.36,2208.81,7804.45,6773.67,2797.82,3092.33,0,1619.79,147.25,883.52,883.52,294.51,1472.54,1914.3,5006.63,11780.3,2208.81,147.25,883.52,2356.06,2945.07,3534.09,883.52,441.76,294.51,3239.58,1030.78,1030.78,8540.72,1325.28,294.51
PSY.G2.01.1,Psychology,G2,F,NS,ResearchPaper,40129.61,30408.77,34895.31,33898.31,20438.68,12213.36,8474.58,9471.59,8723.83,9222.33,7726.82,4985.04,8723.83,13210.37,5732.8,3738.78,5982.05,5234.3,4486.54,3489.53,3240.28,5732.8,9471.59,11964.11,3988.04,3489.53,5982.05,0,4985.04,4735.79,997.01,7726.82,5732.8,4486.54,2991.03,1246.26,249.25,1744.77,1246.26,2243.27,2243.27,2243.27,747.76,0,498.5,2492.52,1246.26,249.25,997.01,2991.03
PSY.G2.02.1,Psychology,G2,F,NS,Report,53868.76,27097.62,42442.05,29709.44,21547.5,15670.91,10773.75,18935.68,11426.71,8161.93,6203.07,6856.02,9467.84,4897.16,3591.25,6529.55,6203.07,5223.64,979.43,3917.73,3591.25,5223.64,8488.41,7182.5,3591.25,0,6203.07,326.48,4897.16,1632.39,326.48,1958.86,4244.21,3264.77,4570.68,2611.82,0,979.43,4570.68,1958.86,3264.77,652.95,1958.86,0,2938.3,979.43,652.95,4570.68,979.43,652.95
PSY.G2.02.2,Psychology,G2,F,NS,Report,59402.19,36700.72,30268.63,25728.34,21944.76,21188.04,7945.52,17404.46,12107.45,7188.8,4918.65,6810.44,8323.87,6432.08,2648.51,2648.51,5675.37,5675.37,756.72,3783.58,5675.37,3405.22,9080.59,4161.94,4161.94,0,8702.23,0,3405.22,0,0,4540.3,3405.22,3026.86,4161.94,1513.43,0,1135.07,378.36,2270.15,4161.94,378.36,756.72,0,3405.22,1891.79,1891.79,7188.8,756.72,1891.79
PSY.G2.02.3,Psychology,G2,F,NS,Report,53108.81,29145.08,28821.24,22020.73,22992.23,22020.73,7124.35,15544.04,5181.35,6800.52,8095.85,9391.19,5505.18,5181.35,2590.67,2914.51,4533.68,3886.01,2914.51,2590.67,5181.35,6152.85,8419.69,4209.84,5505.18,0,5829.02,647.67,1619.17,323.83,0,8095.85,4533.68,5829.02,5505.18,1943.01,0,2590.67,2590.67,4533.68,2266.84,1619.17,1619.17,323.83,1943.01,2266.84,971.5,5181.35,971.5,2914.51
PSY.G2.03.1,Psychology,G2,F,NS,Essay,51756.59,39209.54,36386.45,37641.15,21016.31,17565.87,15997.49,15997.49,8469.26,6900.88,5646.17,5332.5,13801.76,4705.14,5332.5,3450.44,4077.79,3764.12,2195.73,1254.71,6273.53,3136.76,5646.17,7841.91,3764.12,2509.41,4077.79,3764.12,1882.06,2195.73,0,627.35,3764.12,2195.73,5018.82,1568.38,1254.71,941.03,5018.82,2509.41,313.68,313.68,2195.73,1882.06,1254.71,2509.41,1254.71,1882.06,941.03,627.35
PSY.G2.04.1,Psychology,G2,F,NS,Report,52846.5,39875.09,24021.14,26183.04,25462.41,22099.45,20658.18,13932.26,6005.28,10329.09,7446.55,1201.06,8887.82,7206.34,5044.44,7446.55,2882.54,2161.9,240.21,1921.69,5044.44,3843.38,4323.8,5524.86,2402.11,720.63,2161.9,480.42,1681.48,1921.69,2161.9,2642.33,3603.17,6725.92,3122.75,1201.06,0,480.42,3362.96,2642.33,960.85,1441.27,6485.71,720.63,4564.02,1201.06,1681.48,6005.28,1201.06,720.63
PSY.G2.05.1,Psychology,G2,F,NS,Critique,72688.17,47311.83,33978.49,21075.27,19784.95,27956.99,28817.2,15053.76,5591.4,7741.94,17204.3,6451.61,11612.9,4301.08,13333.33,4301.08,10752.69,6021.51,0,3870.97,8172.04,2580.65,3440.86,6021.51,9892.47,1720.43,3870.97,0,1290.32,2580.65,2580.65,0,860.22,3010.75,3440.86,3870.97,0,4301.08,3440.86,2580.65,2580.65,4731.18,4731.18,0,1290.32,1720.43,1290.32,8172.04,860.22,1290.32
PSY.G2.06.1,Psychology,G2,F,NS,Report,62052.51,56085.92,31026.25,28639.62,23866.35,11933.17,11933.17,9546.54,5966.59,5966.59,1193.32,9546.54,5966.59,4773.27,1193.32,11933.17,1193.32,7159.9,2386.63,1193.32,7159.9,3579.95,2386.63,1193.32,2386.63,0,0,0,3579.95,2386.63,0,1193.32,7159.9,5966.59,3579.95,1193.32,0,0,0,1193.32,8353.22,0,0,0,4773.27,2386.63,0,3579.95,0,0
PSY.G2.06.2,Psychology,G2,F,NS,Report,49450.55,40293.04,41208.79,25641.03,22893.77,14652.01,5494.51,6410.26,8241.76,3663,8241.76,9157.51,11904.76,8241.76,1831.5,5494.51,1831.5,8241.76,13736.26,915.75,4578.75,4578.75,915.75,915.75,4578.75,0,915.75,0,4578.75,0,0,5494.51,4578.75,915.75,10073.26,2747.25,0,915.75,3663,1831.5,7326.01,1831.5,4578.75,0,7326.01,5494.51,0,1831.5,1831.5,915.75
PSY.G2.07.1,Psychology,G2,M,NS,Report,64370.13,48277.6,25647.47,22127.23,20115.67,28413.38,16343.98,17852.65,7291.93,7543.37,13829.52,4023.13,10812.17,6034.7,5783.25,12069.4,1508.67,7543.37,2011.57,1760.12,6286.15,4777.47,1760.12,2514.46,3017.35,0,3017.35,1257.23,4274.58,2514.46,251.45,251.45,2011.57,3771.69,3017.35,251.45,1760.12,4274.58,2765.9,2263.01,1760.12,754.34,5531.81,0,1005.78,3268.8,2011.57,5028.92,251.45,754.34
PSY.G2.08.1,Psychology,G2,M,NS,Essay,41053.23,35390.71,31426.95,23499.43,25198.19,13590.03,11325.03,14722.54,11041.9,5096.26,7644.39,3963.76,11608.15,7361.27,2548.13,8210.65,3397.51,5379.39,1698.75,1698.75,2548.13,2265.01,14722.54,3963.76,5662.51,0,3397.51,1132.5,2831.26,2265.01,5945.64,3114.38,2265.01,4246.89,1981.88,1981.88,566.25,2265.01,1415.63,1132.5,2548.13,1698.75,283.13,283.13,3397.51,5379.39,566.25,4530.01,849.38,10475.65
PSY.G2.09.1,Psychology,G2,M,NS,Report,36345.41,33086.85,31332.25,33337.51,17044.74,19676.65,10778.29,16167.44,6266.45,8522.37,8773.03,8271.71,9023.69,7018.42,7394.41,6015.79,4386.51,3133.22,2130.59,3007.9,4010.53,4010.53,4135.86,10652.96,9274.35,1629.28,5013.16,125.33,5389.15,2882.57,7770.4,2005.26,1253.29,2631.91,5013.16,4135.86,751.97,3383.88,3007.9,1253.29,3007.9,1378.62,1253.29,125.33,1378.62,3759.87,2757.24,2882.57,1253.29,3383.88
PSY.G2.10.1,Psychology,G2,F,NNS,Essay,71823.2,24554.94,22713.32,30693.68,16574.59,13505.22,24554.94,11663.6,3069.37,4910.99,25168.82,9821.98,11663.6,4297.11,12891.34,6138.74,7980.36,3069.37,1841.62,4910.99,1841.62,1841.62,613.87,7980.36,5524.86,8594.23,5524.86,613.87,9821.98,1841.62,1227.75,613.87,613.87,0,7366.48,3683.24,613.87,2455.49,4910.99,0,613.87,613.87,2455.49,613.87,0,1227.75,4910.99,2455.49,1227.75,1227.75
PSY.G2.10.2,Psychology,G2,F,NNS,Essay,60858.14,24518.39,30647.99,37215.41,18388.79,11821.37,22329.25,15323.99,13572.68,10945.71,14010.51,3502.63,10070.05,10945.71,6567.43,4378.28,7005.25,6129.6,3064.8,10507.88,3940.46,5253.94,6129.6,4816.11,3502.63,6129.6,2626.97,7005.25,9194.4,6567.43,0,0,3064.8,437.83,5691.77,1751.31,6129.6,4378.28,875.66,1751.31,2189.14,7880.91,4816.11,2189.14,1313.49,2626.97,875.66,2626.97,0,1751.31
PSY.G2.10.3,Psychology,G2,F,NNS,Report,39763.57,31703.39,17195.06,23105.86,29554,16120.37,23643.2,16657.71,5910.8,6985.49,14508.33,3761.42,11284.26,8597.53,8060.18,1612.04,6985.49,1612.04,2149.38,3224.07,3224.07,9672.22,1074.69,10746.91,3761.42,0,1074.69,0,2686.73,3224.07,537.35,1074.69,0,3224.07,2149.38,537.35,0,0,6985.49,5373.46,2686.73,1612.04,8597.53,0,1074.69,1074.69,2686.73,1612.04,2149.38,1612.04
PSY.G2.10.4,Psychology,G2,F,NNS,Critique,48477.56,27243.59,36458.33,27644.23,26442.31,13221.15,17628.21,13221.15,6410.26,9615.38,12820.51,7211.54,4407.05,8814.1,5608.97,11217.95,12019.23,4807.69,6810.9,4807.69,2403.85,4807.69,3605.77,6810.9,3605.77,20833.33,4807.69,1602.56,3205.13,5208.33,0,1201.92,1201.92,7211.54,8413.46,2403.85,400.64,2003.21,801.28,801.28,2403.85,1201.92,2804.49,3205.13,801.28,400.64,0,9615.38,1602.56,4006.41
PSY.G2.10.5,Psychology,G2,F,NNS,Critique,57112.07,30172.41,35560.34,28556.03,24784.48,17241.38,15086.21,14547.41,2693.97,2693.97,23706.9,7543.1,12931.03,7543.1,6465.52,4310.34,12392.24,538.79,538.79,3232.76,4849.14,5926.72,2155.17,4310.34,538.79,17241.38,4310.34,0,6465.52,2693.97,0,2155.17,0,538.79,7004.31,4849.14,0,5387.93,2155.17,4310.34,2155.17,3232.76,3771.55,538.79,2155.17,1077.59,3771.55,2155.17,2155.17,0
PSY.G2.11.1,Psychology,G2,F,NNS,Report,50112.19,30665.67,24682.12,26925.95,20194.47,25430.07,12715.03,14958.86,7479.43,8227.37,8227.37,4487.66,5983.55,7479.43,5235.6,8227.37,7479.43,5983.55,2243.83,3739.72,1495.89,4487.66,5235.6,4487.66,2243.83,0,2243.83,1495.89,1495.89,2243.83,0,2243.83,5983.55,2243.83,6731.49,4487.66,747.94,2243.83,3739.72,8975.32,2991.77,0,1495.89,747.94,2243.83,2243.83,0,0,1495.89,2243.83
PSY.G2.11.2,Psychology,G2,F,NNS,Report,60377.36,35849.06,23584.91,27358.49,23584.91,17924.53,17924.53,6603.77,12264.15,9433.96,6603.77,943.4,11320.75,14150.94,12264.15,11320.75,943.4,2830.19,0,943.4,6603.77,1886.79,943.4,6603.77,2830.19,1886.79,2830.19,0,3773.58,1886.79,12264.15,1886.79,3773.58,1886.79,1886.79,4716.98,0,943.4,1886.79,5660.38,4716.98,2830.19,2830.19,0,1886.79,7547.17,1886.79,2830.19,3773.58,1886.79
PSY.G2.12.1,Psychology,G2,F,NS,Report,44801.84,53417.58,36186.1,20103.39,24124.07,16657.09,5743.83,9764.5,9764.5,8615.74,4595.06,5743.83,3446.3,4595.06,2297.53,6892.59,1723.15,5743.83,5743.83,2297.53,4020.68,2871.91,6318.21,6318.21,574.38,3446.3,1723.15,574.38,574.38,574.38,0,4595.06,2871.91,6892.59,6318.21,1148.77,0,2297.53,2871.91,1148.77,4595.06,1148.77,574.38,2871.91,2297.53,1148.77,574.38,1148.77,1723.15,4020.68
PSY.G2.13.1,Psychology,G2,F,NS,ResearchPaper,55555.56,24000,36000,20444.44,16444.44,14222.22,11555.56,11555.56,19111.11,6666.67,7111.11,5333.33,14666.67,8000,1333.33,5777.78,9333.33,2222.22,8888.89,5333.33,6666.67,3111.11,4000,4444.44,5333.33,1777.78,3555.56,0,3111.11,4888.89,0,4444.44,0,888.89,5333.33,4888.89,0,0,0,2666.67,1777.78,2222.22,5333.33,0,444.44,3555.56,2222.22,2666.67,3555.56,2666.67
PSY.G2.14.1,Psychology,G2,F,NS,Report,56743.42,31250,29331.14,27138.16,17543.86,19188.6,10690.79,28234.65,5756.58,6853.07,5482.46,11787.28,6030.7,9320.18,7127.19,21929.82,8771.93,4660.09,2741.23,4111.84,5482.46,4660.09,7675.44,1918.86,6030.7,0,15350.88,0,5208.33,1644.74,0,6304.82,2467.11,1918.86,3289.47,3015.35,822.37,1370.61,2467.11,2741.23,1644.74,822.37,822.37,0,2741.23,2467.11,548.25,822.37,2192.98,1644.74
PSY.G2.15.1,Psychology,G2,F,NS,Report,35316.49,36131.49,29883.18,23363.22,20374.9,13311.6,10323.28,20646.56,9508.29,6248.3,6791.63,5433.31,7606.63,5433.31,3259.98,7606.63,8149.96,5976.64,3531.65,4618.31,1629.99,10866.61,4618.31,5433.31,1629.99,543.33,3803.31,543.33,1901.66,815,1358.33,3803.31,4889.98,4074.98,3803.31,3259.98,0,815,4889.98,1901.66,815,1901.66,2716.65,4074.98,1629.99,543.33,815,6519.97,1629.99,1629.99
PSY.G3.01.1,Psychology,G3,F,NS,Essay,31696.54,19485.58,38451.55,31436.74,17407.12,14289.43,18965.97,12990.39,8054.04,7274.62,6755,11951.16,3637.31,11691.35,5715.77,4156.92,5455.96,3637.31,7014.81,3377.5,2598.08,6755,7794.23,5455.96,3637.31,7534.42,6235.39,1558.85,2598.08,2598.08,259.81,3377.5,3637.31,1558.85,2598.08,3637.31,1818.65,7014.81,1299.04,2857.89,2857.89,3117.69,1558.85,35074.05,259.81,3637.31,1818.65,519.62,2078.46,4416.73
PSY.G3.02.1,Psychology,G3,M,NS,Proposal,42546.39,44145.87,21433.14,26231.61,31349.97,9596.93,13435.7,11836.21,5758.16,6397.95,21753.04,6717.85,16634.68,6078.06,9277.03,2559.18,7037.75,6397.95,639.8,2879.08,5758.16,3838.77,3198.98,6717.85,4478.57,1279.59,2879.08,0,2559.18,10556.62,639.8,1599.49,639.8,9916.83,2239.28,1919.39,639.8,7357.65,639.8,4158.67,4478.57,2559.18,959.69,319.9,1599.49,4158.67,3838.77,2239.28,1279.59,1279.59
PSY.G3.03.1,Psychology,G3,F,NS,Essay,27215.4,22236.97,31861.93,33853.3,28542.98,16926.65,12612.01,15930.97,11284.43,4314.64,12612.01,8961.17,7301.69,7301.69,8629.27,4646.53,8297.38,3650.85,1659.48,4314.64,3650.85,4314.64,2987.06,12943.91,3318.95,6306.01,2655.16,0,5974.11,1659.48,7301.69,995.69,2655.16,995.69,3982.74,7965.48,0,3650.85,1991.37,2987.06,2323.27,995.69,3650.85,0,663.79,1991.37,3650.85,6637.9,995.69,3650.85
PSY.G3.03.2,Psychology,G3,F,NS,Report,40917.11,34920.63,22222.22,38800.71,19047.62,16931.22,12345.68,11992.95,7054.67,7407.41,9171.08,6701.94,8465.61,9171.08,8818.34,4232.8,8818.34,7054.67,352.73,2469.14,2821.87,7054.67,2821.87,11287.48,2469.14,8112.87,2469.14,0,1058.2,352.73,2821.87,1763.67,1410.93,1410.93,3527.34,2821.87,352.73,1763.67,2116.4,1763.67,2116.4,1410.93,1058.2,0,2116.4,705.47,1763.67,4938.27,1058.2,2116.4
PSY.G3.04.1,Psychology,G3,F,NS,Report,36950.42,26192.7,36014.97,36482.69,18241.35,24321.8,12160.9,16370.44,22918.62,8886.81,8419.08,5612.72,10757.72,4677.27,4677.27,8886.81,4677.27,7951.36,0,935.45,3741.81,3274.09,7015.9,4677.27,935.45,1870.91,5612.72,467.73,935.45,1403.18,0,467.73,1403.18,2338.63,4209.54,467.73,935.45,10757.72,3274.09,8419.08,1403.18,1870.91,1870.91,935.45,1403.18,1870.91,1403.18,2806.36,0,1403.18
PSY.G3.05.1,Psychology,G3,F,NS,Report,55301.3,32799.39,22120.52,22311.21,17162.47,20404.27,12967.2,17543.86,13920.67,5530.13,9916.09,7818.46,8581.24,6292.91,4195.27,3813.88,5530.13,4958.05,1525.55,1144.16,6102.21,2860.41,3813.88,4195.27,4004.58,1716.25,5530.13,762.78,4004.58,5339.44,1144.16,3432.49,1144.16,3241.8,8390.54,1716.25,762.78,4004.58,1716.25,2097.64,1334.86,1334.86,2288.33,762.78,572.08,4767.35,1906.94,2669.72,1144.16,5148.74
PSY.G3.06.1,Psychology,G3,F,NS,ResearchPaper,35823.17,35442.07,55259.15,23246.95,17530.49,9908.54,6478.66,9527.44,7621.95,8765.24,5335.37,9527.44,4573.17,7240.85,1524.39,7240.85,3429.88,6097.56,5335.37,3429.88,1524.39,2286.59,1143.29,8003.05,3048.78,3048.78,2286.59,381.1,0,1905.49,381.1,8003.05,1143.29,4192.07,1143.29,1143.29,0,3810.98,2286.59,1524.39,3429.88,2667.68,381.1,381.1,762.2,762.2,762.2,2286.59,762.2,7621.95
PSY.G3.07.1,Psychology,G3,M,NS,Report,93370.68,42016.81,23342.67,37970.74,13694.37,22720.2,13694.37,10893.25,7469.65,13383.13,8403.36,9337.07,5602.24,5602.24,11204.48,4668.53,4046.06,7469.65,9025.83,4668.53,4046.06,5913.48,5291.01,6224.71,7780.89,16806.72,9648.3,1867.41,3423.59,4046.06,4668.53,3734.83,1556.18,1244.94,1867.41,6224.71,1244.94,4357.3,1244.94,3423.59,1244.94,1244.94,1867.41,933.71,1244.94,4046.06,622.47,0,1244.94,2801.12
PSY.G3.08.1,Psychology,G3,F,NS,Essay,59136.92,31433.14,19978.69,16782.1,15982.95,11987.21,17581.25,18646.78,5860.42,10921.68,4794.89,10655.3,7458.71,2930.21,4794.89,5594.03,6659.56,6126.8,5061.27,2397.44,3995.74,6659.56,2131.06,3462.97,3729.36,2663.83,2397.44,266.38,1065.53,1598.3,1065.53,2930.21,2397.44,3462.97,3995.74,1598.3,266.38,2930.21,5061.27,2131.06,3196.59,0,799.15,2663.83,532.77,3196.59,2131.06,2930.21,266.38,1864.68
SOC.G0.01.1,Sociology,G0,F,NS,Essay,83625.22,48598.95,34588.44,28458.84,33712.78,18388.79,10070.05,15761.82,7005.25,6567.43,3064.8,8318.74,5691.77,3502.63,6129.6,7443.08,5253.94,4816.11,1751.31,3940.46,4378.28,2189.14,3064.8,1751.31,3502.63,4378.28,2189.14,3502.63,2626.97,875.66,3940.46,1313.49,9194.4,5253.94,2189.14,3502.63,2626.97,1751.31,3064.8,1751.31,2189.14,1313.49,1313.49,0,875.66,1751.31,875.66,0,2189.14,1751.31
SOC.G0.02.1,Sociology,G0,F,NS,Critique,77262.69,38079.47,20419.43,25386.31,24834.44,9933.77,17660.04,40838.85,6622.52,14348.79,6622.52,9381.9,13245.03,2759.38,4966.89,2207.51,8278.15,5518.76,0,4415.01,4415.01,6622.52,551.88,2207.51,3863.13,3311.26,3311.26,4415.01,3311.26,1655.63,551.88,551.88,551.88,1103.75,4966.89,4966.89,2207.51,4415.01,1103.75,4966.89,1655.63,551.88,2207.51,0,3863.13,551.88,2759.38,551.88,6070.64,0
SOC.G0.02.2,Sociology,G0,F,NS,ResearchPaper,59464.37,44030.87,29959.15,26327.73,23150.25,18157.06,18157.06,23150.25,6354.97,12256.01,5901.04,6808.9,10440.31,6808.9,2723.56,5901.04,2723.56,2723.56,0,3177.49,4539.26,4993.19,4539.26,1815.71,4993.19,2723.56,1361.78,0,1815.71,907.85,0,907.85,453.93,3177.49,5901.04,1815.71,453.93,1361.78,2723.56,6808.9,1361.78,1815.71,3177.49,0,8624.6,3177.49,907.85,6354.97,453.93,907.85
SOC.G0.03.1,Sociology,G0,F,NS,ResearchPaper,46566.32,42803.39,42333.02,30103.48,20225.78,19755.41,4703.67,12229.54,9407.34,5644.4,7525.87,11759.17,9877.7,5644.4,2351.83,7055.5,4703.67,4233.3,470.37,2351.83,5644.4,2351.83,3292.57,4703.67,1881.47,4233.3,3762.94,2822.2,5174.04,3762.94,4233.3,0,3292.57,3762.94,3292.57,1411.1,470.37,1411.1,2351.83,940.73,940.73,2351.83,1411.1,1411.1,5174.04,1881.47,0,2351.83,1411.1,0
SOC.G0.03.2,Sociology,G0,F,NS,Critique,55077.45,44750.43,24956.97,24096.39,27538.73,24096.39,13769.36,18932.87,5163.51,6024.1,6884.68,7745.27,13769.36,1721.17,2581.76,2581.76,10327.02,12048.19,0,5163.51,7745.27,1721.17,5163.51,1721.17,6024.1,0,3442.34,10327.02,1721.17,860.59,0,860.59,0,0,1721.17,2581.76,11187.61,0,860.59,1721.17,4302.93,3442.34,0,1721.17,860.59,2581.76,0,0,5163.51,0
SOC.G0.03.3,Sociology,G0,F,NS,Essay,53571.43,35714.29,35052.91,22486.77,32407.41,23148.15,8597.88,11243.39,3968.25,3968.25,9920.63,15873.02,6613.76,9259.26,5291.01,1984.13,3968.25,4629.63,3306.88,1984.13,5952.38,4629.63,4629.63,661.38,1984.13,0,6613.76,0,4629.63,3306.88,0,661.38,1322.75,3306.88,3968.25,1984.13,0,5291.01,3306.88,4629.63,2645.5,2645.5,1322.75,0,1322.75,0,4629.63,661.38,3968.25,0
SOC.G0.03.4,Sociology,G0,F,NS,Report,67801.12,44934.86,45998.4,21802.71,17016.75,17814.41,9040.15,9306.04,9306.04,9837.81,4520.07,13560.22,3722.41,5583.62,6647.17,3456.53,5051.85,4254.19,5317.73,2924.75,3988.3,3722.41,5583.62,3988.3,3190.64,3988.3,3722.41,531.77,1329.43,1861.21,1595.32,5849.51,2127.09,3722.41,3456.53,2924.75,531.77,1595.32,1595.32,1595.32,2127.09,0,797.66,0,797.66,2392.98,265.89,531.77,1595.32,1329.43
SOC.G0.04.1,Sociology,G0,F,NS,Proposal,74870.91,34208.26,31196.21,31626.51,19363.17,21944.92,13984.51,12263.34,8605.85,5163.51,7530.12,6454.39,6454.39,6669.54,11617.9,6024.1,4087.78,4302.93,5808.95,3657.49,4948.36,4948.36,8605.85,860.59,2151.46,7099.83,6024.1,645.44,1290.88,5163.51,860.59,2581.76,2581.76,1936.32,5593.8,2581.76,860.59,6884.68,4087.78,2366.61,1075.73,1075.73,3872.63,0,860.59,1721.17,2366.61,430.29,2151.46,1506.02
SOC.G0.05.1,Sociology,G0,F,NS,Essay,64251.54,32809.3,23923.44,35543.4,19138.76,15037.59,17771.7,26657.55,7518.8,11619.96,7518.8,4784.69,1367.05,7518.8,10252.9,2734.11,9569.38,6835.27,7518.8,5468.22,2734.11,3417.63,683.53,8202.32,1367.05,4101.16,0,31442.24,1367.05,683.53,0,683.53,683.53,2050.58,4784.69,2050.58,23923.44,6835.27,3417.63,4784.69,0,683.53,683.53,683.53,683.53,683.53,683.53,2734.11,1367.05,2734.11
SOC.G0.05.2,Sociology,G0,F,NS,Essay,63204.31,30377.27,12248.9,30867.22,19108.28,21558.06,22537.97,22048.02,15188.63,10289.07,6859.38,4899.56,4409.6,2939.74,10289.07,4899.56,7839.29,2449.78,3919.65,1469.87,6369.43,6859.38,7839.29,7839.29,3429.69,3429.69,7349.34,5879.47,4409.6,4899.56,1959.82,3919.65,1959.82,5389.51,4409.6,3429.69,7349.34,4899.56,1959.82,3429.69,1469.87,979.91,1469.87,489.96,0,1469.87,6369.43,979.91,1959.82,1469.87
SOC.G0.06.1,Sociology,G0,M,NS,Report,47325.1,43209.88,51440.33,28806.58,12345.68,10288.07,22633.74,6172.84,4115.23,6172.84,6172.84,12345.68,8230.45,2057.61,4115.23,6172.84,2057.61,2057.61,0,0,6172.84,4115.23,0,8230.45,0,0,0,0,4115.23,4115.23,0,0,6172.84,2057.61,4115.23,0,0,0,4115.23,4115.23,2057.61,0,2057.61,0,0,0,2057.61,2057.61,4115.23,0
SOC.G0.07.1,Sociology,G0,F,NS,Report,90510.95,53041.36,26277.37,20924.57,36009.73,13138.69,486.62,7299.27,5839.42,10218.98,1459.85,10218.98,1946.47,3406.33,3892.94,3406.33,7299.27,5839.42,9245.74,5352.8,3892.94,2919.71,7299.27,2433.09,2919.71,2433.09,7785.89,486.62,1946.47,973.24,1459.85,11192.21,3406.33,1946.47,1946.47,2433.09,486.62,0,486.62,2919.71,2919.71,973.24,1459.85,0,1946.47,973.24,0,486.62,486.62,0
SOC.G0.08.1,Sociology,G0,F,NS,Report,89099.53,32543.44,35071.09,28751.97,22748.82,10110.58,6951.03,7582.94,10426.54,5687.2,4107.42,6319.12,5055.29,12322.27,1895.73,4107.42,2211.69,2211.69,3791.47,3791.47,1579.78,2843.6,2527.65,631.91,2527.65,0,631.91,0,315.96,1895.73,0,3159.56,1895.73,3475.51,947.87,2527.65,631.91,2211.69,7266.98,631.91,1579.78,631.91,4423.38,0,947.87,1579.78,315.96,315.96,1263.82,947.87
SOC.G0.09.1,Sociology,G0,F,NS,Essay,68522.48,62098.5,23554.6,28907.92,21413.28,17130.62,22483.94,20342.61,5353.32,7494.65,9635.97,9635.97,7494.65,7494.65,4282.66,7494.65,5353.32,8565.31,0,2141.33,4282.66,2141.33,7494.65,10706.64,8565.31,0,3211.99,5353.32,7494.65,1070.66,1070.66,0,2141.33,0,3211.99,5353.32,3211.99,1070.66,1070.66,3211.99,4282.66,1070.66,2141.33,0,2141.33,0,0,2141.33,2141.33,5353.32
